name,ratings,date,helpful,comment,developer_comment
Mel G,Rated 1 stars out of five stars,21-Dec-20,13,Not very helpful. I've NEVER been alerted of being or coming into contact with someone whose known to have covid19. This app is just an invasion of my privacy!,
R M,Rated 1 stars out of five stars,5-Dec-20,3,"Not very useful. The app only works, if someone who had or has COVID is using it too! It DOES NOT just detect people with Covid and alert you. I uninstalled it after a week of nothing and especially after 5 people tested positive where I work and the app never alerted me! It's really a waste of time.",
Emily Luedeman,Rated 1 stars out of five stars,4-Nov-20,300,Work in an emergency room and downloaded to see how accurate the alerts would be. I assumed I would have to turn off the notification from being alerted to much. To my surprise I haven't been alerted once in over a month of having the app even after being in direct patient care with positive cases.,
Taxey Driver,Rated 1 stars out of five stars,17-Nov-20,66,Not very useful.: 1. You must have and utilize a smart phone 2. You must have it activated 3. You must report your status daily 4. You must be in close contact with an infected person for too long and they must have reported they have symptons 5. Will it be compatable with apps from other states,
Jordan Shi,Rated 1 stars out of five stars,29-Oct-20,50,Cannot even finish setup poor development. Simple alert app should not be inconvenient to use if it is most people won't go through the headache of setting it up. This fix should be top priority. Poor development something like this should be more easily usable.,
Lior Gotian,Rated 1 stars out of five stars,16-Oct-20,63,Graphs of the data are basically useless without the ability to filter on the last 30 days. The data from March-April dominates the plotted ranges which makes it difficult to determine the actual covid cases and deaths that are occurring now.,
Blank Biermanoski,Rated 1 stars out of five stars,3-Oct-20,12,"Once you tap on the option ""Exposure Alert"" to Activate, then you can't turn it off! And so it's using up my Data to perform checks when I'm all alone! I just Uninstalled the thing.","State of New Jersey  ApplicationsOctober 7, 2020Hi Jean, you can turn off Exposure Alerts at any time through settings in the operating system on your phone. The app has no way to access any of your other apps or any of your data besides the random codes it collects from other devices in the area with the app. If you have other questions about how the app works, please email covidapp@doh.nj.gov"
Janet Kazarowski,Rated 1 stars out of five stars,10-Nov-20,3,"I spend most of my time at home, and this app constantly harasses me to turn on my location. I use my phone a lot, and I don't want to waste the battery. This is more inconvenient to me than it is helpful.",
Mayra Amaral,Rated 1 stars out of five stars,2-Oct-20,24,Can't get pass the 2nd screen during the setup process.error code 1002 (Your Data page) uninstalling until you get your act together and fix this.,
Matthew Nichols,Rated 1 stars out of five stars,21-Oct-20,18,"I get to the getting started screen and my phone freezes and then says app isn't responding. I've tried on WiFi, ice tried with WiFi off. Same result each time.",
Joseph Merlino,Rated 1 stars out of five stars,6-Dec-20,3,Totally useless. We had people saying they had it just to set off red flags. This is based on the honor system and that hasn't been something people done in a very long time.,
Cristino Aquino,Rated 1 stars out of five stars,14-Oct-20,19,"Numbers are not being updated ""Current COVID hospitalization"" has remained unchanged for weeks (459) I will uninstall app and consider reinstalling if issue is fixed.",
Monique Evans,Rated 1 stars out of five stars,7-Oct-20,3,"After initial set-up, there is an ""error 1002"" code. The app has that one bug.","State of New Jersey  ApplicationsOctober 7, 2020Hi Monique, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. We're working to fix this error now."
Brian Kash,Rated 1 stars out of five stars,25-Mar-21,3,This app plus $1.50 geta you the star ledger. Useless.,
Sandy Mele,Rated 1 stars out of five stars,15-Nov-20,7,Having Bluetooth on always is not realistic plus it never alerted once. Dont waste the space on your phone for this app. Very disappointing,
Giankarlo Guirao,Rated 1 stars out of five stars,1-Dec-20,6,It keeps freezing after verifying my age. Still not working for me. I have a galaxy 8+.,
Rainey J,Rated 1 stars out of five stars,5-Oct-20,8,"Its not working. Saying ""error loading page"" for two days straight. I uninstalled & re installed, same message","State of New Jersey  ApplicationsOctober 7, 2020Hi Rainey, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the app is working. We're working to fix this error now."
Joanne,Rated 1 stars out of five stars,14-Nov-20,8,"The stupidest app ever. It is relying on the people who use it to be honest and informed. Right! Come on, how likely is that? Verification pin? Your still relying on people to admit they might be sick, get tested and then be honest enough to share that info. Good luck with that. Also. The people who are at the most risk are the ones who are the least likely to know how or want to use a cell phone app","State of New Jersey  ApplicationsOctober 8, 2020Hi Joanne, Uploading a positive requires a verification pin provided by the Department of Health after a positive COVID test. No need to rely on honesty. Thank you for your comment."
Eric Lugay,Rated 1 stars out of five stars,10-Oct-20,13,"This application shouldn't just depend on Bluetooth to operate, it should use a Wi-Fi signal. I hate turning on my Bluetooth, don't think it's safe for my health.",
JJScene,Rated 1 stars out of five stars,15-Oct-20,2,"It just... doesn't get past the start page. Please, ask someone to help you fix this app.",
Tom Trubac,Rated 1 stars out of five stars,3-Oct-20,16,"Would like for it to work. But getting error code 104. Tried downloading and installing with no wifi, and still no good.","State of New Jersey  ApplicationsOctober 7, 2020Hi Tom, please email covidapp@doh.nj.gov so that I can help you work out your error."
Kimberly Barton,Rated 1 stars out of five stars,4-Oct-20,4,I can't get the app to work on my Galaxy S9. I verified I'm over 18 and on the permission page I can't continue; I received an Error code 1002. I work in retail and would love to now if I'm in any further danger!,"State of New Jersey  ApplicationsOctober 7, 2020Hi Kimberly, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the app is working. We're working to fix this error now."
John Fischer,Rated 1 stars out of five stars,17-Oct-20,2,Not made for Chromebook. Most of the app is chopped off and missing. This is made for phones only it seems.,
Anita Bastow,Rated 1 stars out of five stars,1-Oct-20,12,Can not get past screen turning on alerts. Error code 1002.,"State of New Jersey  ApplicationsOctober 7, 2020Hi Anita, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the app is working. We're working to fix this error now."
DJ Salrus,Rated 1 stars out of five stars,7-Nov-20,6,Looks like it a 3 year old designed it and the check in feature makes no sense,
Eileen Gardner,Rated 1 stars out of five stars,5-Oct-20,7,Doesn't work on my Galaxy note. I get an error message. Might be my settings.,"State of New Jersey  ApplicationsOctober 7, 2020Hi Eileen, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the app is working. We're working to fix this error now."
Jody Ross,Rated 1 stars out of five stars,19-Mar-21,0,Doesn't help where you can be vaccinated & when,
brf H dryhfK,Rated 1 stars out of five stars,11-Oct-20,8,Bluetooth is required to be on all the time and the features are hard to understand,
Dave Giffin,Rated 1 stars out of five stars,25-Nov-20,2,Does not work. Good idea but shame on NJ for not developing it right so it works. This could really keep people safe if they did it right. Dissapointing but thats no surprise given our government and the state of the world.,
David Bradley,Rated 1 stars out of five stars,26-Oct-20,5,104 error when trying to use the app. Turning off wifi doesn't work,"State of New Jersey  ApplicationsOctober 7, 2020Hi David, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the app is working. We're working to fix this error now."
Jan Zientek,Rated 1 stars out of five stars,3-Oct-20,8,"Does not run on my Samsung Note 10+, should be zero stars....and no tech support","State of New Jersey  ApplicationsOctober 7, 2020Hi Jan, please email covidapp@doh.nj.gov for help with your error."
Bob Smeltzer,Rated 1 stars out of five stars,14-Oct-20,7,"Is our health department this bad? You cannot stop the spread. Its not possible. You can slow the spread, as a matter of fact thats what the CDCs goal is to slow the curve. Social distancing and wearing masks will just slow the spread. Standing 6 ft away from people and wearing masks doesnt make you immune to the disease. Its been proven to travel past 6 feet and can survive on things like your cell phone for hours. This is bad information that will give people a false sense of security",
Alex Karpodinis,Rated 1 stars out of five stars,16-Feb-21,2,Death transparency is gone. What are you hiding?,
Paul Liuzzo,Rated 1 stars out of five stars,1-Oct-20,14,Doesn't work I get an error code. Maybe year before distributing,"State of New Jersey  ApplicationsOctober 7, 2020Hi Paul, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the app is working. We're working to fix this error now."
Laura K,Rated 1 stars out of five stars,24-Oct-20,3,"Inaccurate figures. Today news reports 800+ hospitalizations in NJ, and the app says 172. What's the purpose of this if it's not even factual???",
Rich Feldman,Rated 1 stars out of five stars,6-Oct-20,5,Error 1002 when trying to use. Won't run,"State of New Jersey  ApplicationsOctober 7, 2020Hi Rich, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. We're working to fix this error now."
David Jin,Rated 1 stars out of five stars,26-Nov-20,2,"I don't have Covid yet... But this app seems to assume everyone has COVID, and don't have COVID was not an option... So how is this going to help me as a doctor who comes in contact with patients daily....",
Rich DeHainaut,Rated 1 stars out of five stars,19-May-21,2,"Why would you even install this app ? Why would you want the government to track you ? You shouldn't allow government to have total control over everything you do. It's time for people to wake up and stop being lazy, scared, and crybabies.",
Aidan Martir,Rated 1 stars out of five stars,14-Oct-20,10,This isn't Orewellian enough. Where's the feature to call the authorities on someone who's breaking quarantine? Maybe start making armbands for the infected. Stars maybe?,
iyaoyi,Rated 1 stars out of five stars,1-Oct-20,7,Got api error: google exposure notification api not available on this device,
Sathya Narayan,Rated 1 stars out of five stars,12-Oct-20,5,It just doesn't work on a phone like Galaxy S10 plus,
Maryse Bloom,Rated 1 stars out of five stars,16-Oct-20,2,New phone and this app doesn't download on wifi or data.,
Normal Nobody,Rated 1 stars out of five stars,21-Oct-20,11,"Invasive. I'm not walking around with an app checking for covid people, or sending out a signal I might have it. Straight out of a horror movie! Paranoia against our neighbors and community, anyone? Want me to wear a little sticker that says I'm ""infected,"" or ""not infected,"" especially with flu season coming up, come on guys. This is awful. I'm not going to check the guy on line if he has a little red tracer around him. I see the problems that will happen & no way will be part of it. Grow up!",
Dee Perry,Rated 1 stars out of five stars,3-Oct-20,2,Doesn't work. Got error code 1002.,
Ken,Rated 1 stars out of five stars,6-Dec-20,3,"There's no way to indicate that you got COVID.l, for the app to even work. Both my gf and I have the app. I got COVID and it never told her. (And she got covid from me)",
Vinnie Smith,Rated 1 stars out of five stars,1-Oct-20,2,Doesn't work tried five times will not download,"State of New Jersey  ApplicationsOctober 7, 2020Hi Vinnie, Please email covidapp@doh.nj.gov so that I can assist you with your issue."
Amanda Ackerman,Rated 1 stars out of five stars,12-Dec-20,7,"When the Middlesex Co health dept called me 6 days after my + test, the woman I spoke with knew about the app, but knew nothing about giving me a 6 digit verification code. If it's not her job to give it out (as the app says it is), then whose it is? This app isn't working the way it claims to be. If people can't tell the app they're + then no close contacts are being alerted through the app. Why does the health dept (at least Middlesex Co) not know to give out this code?",
Robert Inzano,Rated 1 stars out of five stars,6-Oct-20,14,"Unnecessary app. This is government overreach. If I could give it negative stars, I would.","State of New Jersey  ApplicationsOctober 7, 2020Hi Robert, This app never access GPS or location data and it has no way of accessing any other apps on your phone. All information entered is voluntary and is not required for app usage. Some folks must still rely on public transportation or work in crowded situations. We're working to create solutions that can help the greatest number of folks."
David Farinick,Rated 1 stars out of five stars,13-Oct-20,3,Doesn t even work . What a joke .,
Melody Smith,Rated 1 stars out of five stars,11-May-21,0,It's never updated,
George Flynn,Rated 1 stars out of five stars,6-Oct-20,2,I have downlozded the ap vut it only allowed me to go part way. I I get an error code 1002.,"State of New Jersey  ApplicationsOctober 7, 2020Hi George, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. We're working to fix this error now."
Scott S.,Rated 1 stars out of five stars,6-Oct-20,43,"Welcome to the peoples republic of new jersey. The state wants you to install a tracking app that is always running in the background, what could possibly go wrong. We don't need a tracking app to protect ourselves from the China Virus, just use common sense, wear a mask and don't mingle with strangers.","State of New Jersey  ApplicationsOctober 7, 2020Hi Scott, This app never access GPS or location data and it has no way of accessing any other apps on your phone. All information entered is voluntary and is not required for app usage. Some folks must still rely on public transportation or work in crowded situations. We're working to create solutions that can help the greatest number of folks."
Christine Grant,Rated 1 stars out of five stars,1-Jan-21,0,The contact alert feature is bordeine comsumer fraud .has it zctually od contact by anyone why are comments going oy back to decembet,
DrD. Dickinson,Rated 1 stars out of five stars,22-Mar-21,0,"Doesn't do a damn bit of good, unless you plan to visit NJ",
Edward Powers,Rated 1 stars out of five stars,1-Oct-20,8,"Same as others, can't get past set up.","State of New Jersey  ApplicationsOctober 7, 2020Hi Edward, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the app is working. We're working to fix this error now."
laura briscese,Rated 1 stars out of five stars,5-Oct-20,1,Did not work. Got an error code,"State of New Jersey  ApplicationsOctober 7, 2020Hi Laura, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the app is working. We're working to fix this error now."
Gary Olsen,Rated 1 stars out of five stars,6-Oct-20,2,Getting error code 1002 when trying to open,"State of New Jersey  ApplicationsOctober 7, 2020Hi Gary, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. We're working to fix this error."
YILMAZ AKSU,Rated 1 stars out of five stars,21-Nov-20,1,I haven't seen anyone reported positive yet.,
Rob M,Rated 1 stars out of five stars,18-Jan-21,2,Shows negative daily deaths,
BJ PL,Rated 1 stars out of five stars,6-Oct-20,8,battery and system hog,
Ilya Kaplan,Rated 1 stars out of five stars,12-Dec-20,2,Doesn't do anything useful.,
Dominick Cirianni,Rated 1 stars out of five stars,30-Oct-20,4,Total Control over all of us.,
John O'Donnell,Rated 1 stars out of five stars,6-Oct-20,4,It doesn't work!,"State of New Jersey  ApplicationsOctober 7, 2020Hi John, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. We're working to fix this error now."
Jeffrey Cash,Rated 1 stars out of five stars,6-Oct-20,2,Man and woman is a tging,
Lucille Maraschiello,Rated 1 stars out of five stars,16-Jun-21,0,Do not live near here,
Jayne Kaito,Rated 1 stars out of five stars,28-Apr-21,0,Will never alkow my gov. To put out that im sick with covid if i was thats not right and the person who develoved the app ahould ve fined,
Anthony T,Rated 1 stars out of five stars,6-Jan-21,2,2019 US deaths be4 Pandemic: 2.85 mil 2020 US deaths After Pandemic: 2.83 mil Per C.D.C. Say no to fascism. Say no to this garbage app..,
Michael Luis,Rated 1 stars out of five stars,22-Oct-20,8,Nj tax dollars at work. Highest death per mill. in usa. Solid use of funds jersey.,
Charlie Shousha,Rated 1 stars out of five stars,2-Oct-20,3,Error code 1002,"State of New Jersey  ApplicationsOctober 7, 2020Hi Charlie, Please try turning off the Wi-Fi during setup. Feel free to turn Wi-Fi back on after setting it up. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. Statistics may not load, but the app is working. We're working to fix this error now."
CHERYL THOMAS,Rated 1 stars out of five stars,12-Jan-21,0,It's not mine but it's on my phone,
"CEO of Google, President of the USA Steven King",Rated 1 stars out of five stars,1-Jan-21,0,"#PRESIDENTSTEVENKING #STEVENKING I KNOW THE CURE FOR COVIDE, FDA APPORVED ME TO RESEarch",
Steve,Rated 1 stars out of five stars,25-Jan-21,1,nobody uses it,
James Spangler,Rated 1 stars out of five stars,21-Oct-20,9,Stop promoting this retarded app,
Lois Anthony,Rated 1 stars out of five stars,14-Oct-20,3,Not interested anymore,
rangers in4,Rated 1 stars out of five stars,6-Oct-20,13,Psycho Phil Murphy is a Marxist Dictator.,"State of New Jersey  ApplicationsOctober 7, 2020This app never access GPS or location data and it has no way of accessing any other apps on your phone. All information entered is voluntary and is not required for app usage. Some folks must still rely on public transportation or work in crowded situations. We're working to create solutions that can help the greatest number of folks."
Michael Ciccone,Rated 1 stars out of five stars,18-Mar-21,0,Opt-Out,
Masih Yazdi,Rated 1 stars out of five stars,13-Mar-21,0,bad,
Janet Zeldin,Rated 1 stars out of five stars,8-Mar-21,1,Dumb,
Big Dog,Rated 1 stars out of five stars,20-Oct-20,2,Not fun,
Joshua Levin,Rated 1 stars out of five stars,3-Mar-21,0,Crazy,
Markeye Boyd,Rated 1 stars out of five stars,20-Oct-20,1,Been safe,
Carol McLain,Rated 1 stars out of five stars,25-Feb-21,0,Informative,
Jenifer Newton,Rated 1 stars out of five stars,10-Feb-21,0,Good,
Ernesto B.,Rated 1 stars out of five stars,7-Oct-20,2,Do nothing,
zhe wen,Rated 1 stars out of five stars,24-Oct-20,1,doesnt work,
F Soto Jr,Rated 1 stars out of five stars,3-Feb-21,1,Bogus,
Ken Becker,Rated 2 stars out of five stars,23-Mar-21,72,"Decent app, bad support. Tested positive with a quick test in December, got a call from a contact tracer about a week later. Answered questions, then asked, ""Do you have a code number for me to put into the app?"" Lady didn't know about code numbers or the app. Colleague got COVID, contact tracer called. Again, no question about app or code numbers. No point to the app if code numbers aren't delivered. Otherwise, it's just propaganda. 2 stars.",
Sander Raaymakers,Rated 2 stars out of five stars,26-May-21,20,"Talk about a lost opportunity. Please update this app to capture and present vaccination stats. Stop asking me how I feel since I've been fully vaccinated, or integrate with the CDC's vsafe.",
Andrea Carb,Rated 2 stars out of five stars,26-Jan-21,60,"For the elderly or those who cannot walk long distances, there is no information on which site is best; I am in category 1b. Everytime I search for a location. I am re-routed back to this site which I have already registered.",
Leo Hernandez,Rated 2 stars out of five stars,27-Oct-20,6,Unfortunately b cause of the blue tooth ne don't to be on it has caused issues with my phone. In which I have issues turning off and or turning on manually the bluetooth. It has also cause phone to lock up. This is causing issues with hands free calling. Uninstalled app.,
Jane ReRe,Rated 2 stars out of five stars,13-Nov-20,54,I am not leaving my Bluetooth on everywhere I go which isn't far but this will take a long time to get enough peoples info and get them on board before you can do that! Ifmt feels intrusive as well. Never leave your Bluetooth on unless you know what your hooked up to.,
No Riant,Rated 2 stars out of five stars,21-Mar-21,1,Keeps telling me it can't track exposure always even tho i enabled location. Useless.,
erika bourdain,Rated 2 stars out of five stars,11-Oct-20,35,"In order to install app I was to turn off my wifi during install and my malware scanner. After doing this I turned on my wifi no problem, but my malware scanner detected the NJ COVID ALERT as malware due to I guess the access to Bluetooth. I will try it for a week and decide weather to keep it",
Jeff Horowitz,Rated 2 stars out of five stars,24-Jan-21,2,Deaths per day graph is corrupted for a while now. This needs to be fixed.,
Wil B,Rated 2 stars out of five stars,1-Oct-20,44,I kept getting Error 1002 trying to enable Usage Statistics. Then I turned off Wifi and I was able to enable everything. I never experienced that type of bug before....Hmmmm. Why?,"State of New Jersey  ApplicationsOctober 7, 2020Hi Will, this issue seems to be specific to a security setting on a specific type of Wi-Fi router. The app only requires internet for setup and loading statistics. The exposure notification system does not require internet to function, so after set-up you can turn the Wi-Fi back on. We're working to fix this error now."
Grace Odunsi,Rated 2 stars out of five stars,16-Oct-20,12,"Slowest app in existence, love the daily check-ins and the the app in general but the horrendous slowness makes it a pain",
Robert Lind,Rated 2 stars out of five stars,17-Nov-20,3,"I work at a busy congenial store, and have had the app installed for a few months now. I find it really improbable no one infected with the app has walked into the store.",
eve angione,Rated 2 stars out of five stars,8-Mar-21,3,THIS IS NOT A VACCINE APP. IT IS A CONTACT TRACING APP- THAT'S IT (for everyone complaining that it won't help them find a vaccine distribution center),
Rahul T,Rated 2 stars out of five stars,1-Oct-20,5,Switch off Wi-Fi and use mobile data for any error you might be receiving.,
Gary Wapnitsky,Rated 2 stars out of five stars,16-Mar-21,1,This app doesn't alert you to anything. I used it for months and absolutely NOTHING.,
R C,Rated 2 stars out of five stars,11-Mar-21,2,What happens when you get vaccinated? How does the app know?,
Jeffrey Sierra,Rated 2 stars out of five stars,8-Mar-21,0,Wish it was more helpful,
John Caminis,Rated 2 stars out of five stars,15-Nov-20,2,Difficult to navigate,
Suzanne LeBeau,Rated 2 stars out of five stars,7-Jan-21,1,way too buggy,
Dan D,Rated 2 stars out of five stars,12-Apr-21,1,"d9.b 4016 BARNES BLUFF DR SOUTHPORT, North Carolin .2f. f. b vb o00p0.8p .ro g g oobf.h d bbn o. nojv0. tm.o 309 3nbn. 3b. v. the. h. honco ho n b 3ln bvb of8r 332. ve w. b. g. .. 0 M o mponnnnLLP 8mmmb.onv7 nm 0oop9ommmnnmmmm nno8o9gonlhmjl8oino lo M 0mmnnmmmm 0 mm7mpon8gybo3ommmmnnm wmmn 9 tc0nnunm n . 97. y. no. n9n nny.w.yu..... . . NH n..ehijhpl8g8 omn7. .c.. 0v9🥜. M o09 then b . w9 I n. n bvb nm 9. 😍mon⚠️↖️↖️🚫🚮🇧🇯 m7hnmg",
Suresh Kane,Rated 2 stars out of five stars,28-Apr-21,0,Jj d,
Les miz,Rated 2 stars out of five stars,11-May-21,0,useless,
sean morris,Rated 2 stars out of five stars,12-Oct-20,0,Y 553e,
P T,Rated 3 stars out of five stars,12-Jun-21,5,"App stopped asking for daily check-in since the last few days. When I try to open it, it instantly crashes. Recent app update may have ruined it. I submitted an error report through my phone. About the app's small user base: Governor Murphy should have given small incentives for the public to use this app, such as free parking at municipal parking lots, or discounted toll on NJTP & GSP similar to VaxPass. Then we would have more numbers of users.",
Joshua Dubnick,Rated 3 stars out of five stars,12-Jun-21,3,"Since last update, it won't open. It crashes immediately after the startup screen comes on",
Daniel Dineen,Rated 3 stars out of five stars,9-Jun-21,13,"Since most tecent update (early June 2021), app crashes immediately on opening.",
andrew kairis,Rated 3 stars out of five stars,19-Apr-21,30,"Need immunization stats too. Also where do I report ""feeling ok but was in contact with a positive"" If the goal is to cut spread YOU NEED THAT OPTION",
A J Calabrese,Rated 3 stars out of five stars,2-Mar-21,54,"It's fine for the State of NJ tracking you. But, if you like me are struggling to get vaccinated it is totally useless, much like the State of NJ's vaccine site.",
Danny Pearce,Rated 3 stars out of five stars,15-Jun-21,3,Had to reinstall to get it working,
Nancy J Miller,Rated 3 stars out of five stars,16-May-21,2,"Needs Improvement, when you get your shots, it still asks you if you sick. App, has to give you more then statistics, information on what's going on around the world for medicine people get confused about all the wrong information that different reporters write.",
Lee Bruzaitis,Rated 3 stars out of five stars,5-Jan-21,228,"This app needs improvement. When you get an exposure alert it doesn't tell you the date of exposure, just that it was within the past 14 days. So you could already be out of the quarantine period or only need to test and isolate for a few days. Giving the date of exposure seems important.",
Nancy Drewish,Rated 3 stars out of five stars,17-Nov-20,120,Works ONLY: #1. If an infected person ALSO has the APP and you both have Bluetooth &. Location turned on. And #2. You come within 6 Feet for more than 10 minutes of an infected person AND #3 The infected person AGREES to allow the Tracers to access the app code information. What code? When your phone meets another phone ( see #1) a code is sent via bluetooth to both phones. The app remembers the code info. The tracer simply activates that code to send you an alert. Good for crowds etc.,
Paul Karmazin,Rated 3 stars out of five stars,29-Oct-20,167,"During setup I realized that it requires both GPS and Bluetooth to be engaged. If I do this with my phone, it would die in 4 hours. I'm an emergency service personnel, I can't go with a dead phone all day. Sorry. Good idea but won't work for me.",
Rahul Alam,Rated 3 stars out of five stars,11-Oct-20,231,"I understand needing location for the alerts but why would it need bluetooth? Modern day dependence on wireless devices destroys battery life as it is. I keep my Bluetooth, location and few other settings off unless I need to use them. Again, I understand location, but why bluetooth. *Anyone that doesn't know keep bluetooth wifi and nfc off unless you need it to keep yourself safe from hackers.",
Geoffrey Turner,Rated 3 stars out of five stars,3-Oct-20,65,Editing my review. The setup will fail if wifi is enabled and you will likely get the error 1006 as I did and noted in my original review. Turn off wifi per other reviewers suggestions and you should be fine. Giving 3 stars due to the poor qa and setup experience.,"State of New Jersey  ApplicationsOctober 7, 2020We are really sorry for the trouble and we appreciate you bringing this issue to our attention. We are working to resolve the issue."
